FIRST NAME,LAST NAME,SEX,DOJ,CURRENT DATE,DESIGNATION,AGE,UNIT,LEAVES USED,LEAVES REMAINING,RATINGS,PAST EXP,SALARY,DAY,DAY NAME,MONTH,YEAR
MARCY,ANNICCHIARICO,F,2013-05-03,2016-01-07,Analyst,24.0,Web,30,0,4.0,0,46974,3,Friday,5,2013
WILHELMINA,AREND,F,2013-05-03,2016-01-07,Analyst,25.0,Marketing,30,0,2.0,1,48602,3,Friday,5,2013
NORA,AMBROZIAK,F,2013-09-23,2016-01-07,Analyst,22.0,Web,25,5,4.0,0,43036,23,Monday,9,2013
JAIME,ACHTERHOF,M,2014-07-08,2016-01-07,Analyst,23.0,Finance,17,13,3.0,0,49318,8,Tuesday,7,2014
CHRISTA,ANENE,F,2013-06-10,2016-01-07,Analyst,23.0,Web,19,11,2.0,0,48356,10,Monday,6,2013
BRADLEY,ABES,M,2013-06-25,2016-01-07,Analyst,25.0,Operations,22,8,3.0,1,49894,25,Tuesday,6,2013
LUCILE,ANNA,F,2014-12-19,2016-01-07,Analyst,24.0,Marketing,17,13,4.0,2,42344,19,Friday,12,2014
LYNDON,ALFREDS,M,2013-01-16,2016-01-07,Analyst,24.0,Web,27,3,4.0,0,43343,16,Wednesday,1,2013
DARA,ARIEL,F,2013-12-29,2016-01-07,Analyst,22.0,Operations,27,3,4.0,0,47750,29,Sunday,12,2013
KENT,ACKMANN,M,2014-06-21,2016-01-07,Analyst,22.0,Marketing,19,11,3.0,0,42440,21,Saturday,6,2014
ANTIONETTE,ARCHEY,F,2014-07-23,2016-01-07,Analyst,25.0,Web,16,14,2.0,3,45236,23,Wednesday,7,2014
OTIS,ACTON,M,2013-04-23,2016-01-07,Analyst,24.0,Operations,27,3,4.0,0,41514,23,Tuesday,4,2013
CHANCE,ALBERICO,M,2015-01-02,2016-01-07,Analyst,23.0,IT,24,6,4.0,1,45084,2,Friday,1,2015
CONNIE,ALTIERI,F,2013-12-21,2016-01-07,Analyst,24.0,Marketing,29,1,3.0,1,41676,21,Saturday,12,2013
ANGELIA,ANHORN,F,2013-09-08,2016-01-07,Analyst,23.0,Marketing,28,2,5.0,0,46127,8,Sunday,9,2013
SHIRLEY,ALDRIDGE,M,2012-03-17,2016-01-07,Associate,29.0,Management,20,10,5.0,4,99416,17,Saturday,3,2012
TESSIE,ARGULEWICZ,F,2013-05-27,2016-01-07,Analyst,25.0,Operations,15,15,3.0,1,47899,27,Monday,5,2013
DARCY,ANTONUCCI,F,2013-12-08,2016-01-07,Analyst,23.0,Finance,15,15,3.0,0,45927,8,Sunday,12,2013
CARMINE,ALARIE,M,2014-11-11,2016-01-07,Analyst,23.0,Management,22,8,2.0,1,48891,11,Tuesday,11,2014
SANFORD,AITA,M,2013-04-30,2016-01-07,Analyst,22.0,Finance,19,11,5.0,0,41284,30,Tuesday,4,2013
MICHEAL,ABLEMAN,M,2011-04-20,2016-01-07,Director,43.0,IT,21,9,2.0,17,313649,20,Wednesday,4,2011
ROLLAND,ALEXANDERS,M,2013-01-06,2016-01-07,Analyst,22.0,Marketing,22,8,2.0,0,49111,6,Sunday,1,2013
KRIS,AHNELL,M,2012-02-20,2016-01-07,Senior Analyst,25.0,Marketing,23,7,3.0,0,51509,20,Monday,2,2012
CHET,ALGER,M,2014-12-23,2016-01-07,Analyst,21.0,IT,16,14,3.0,0,49393,23,Tuesday,12,2014
TYRELL,ALFREDO,M,2013-07-14,2016-01-07,Analyst,21.0,Web,27,3,4.0,0,46580,14,Sunday,7,2013
ANGELICA,AMSBAUGH,F,2014-02-23,2016-01-07,Analyst,25.0,Finance,16,14,4.0,2,44538,23,Sunday,2,2014
MARIE,ALPHONSO,F,2013-12-27,2016-01-07,Analyst,21.0,Finance,22,8,2.0,0,46507,27,Friday,12,2013
NOLA,ANSELMI,F,2013-12-09,2016-01-07,Analyst,24.0,Web,26,4,5.0,1,47308,9,Monday,12,2013
JED,ALEQUIN,M,2014-11-18,2016-01-07,Analyst,22.0,Management,25,5,5.0,0,45952,18,Tuesday,11,2014
BOBBIE,AIDT,M,2013-06-29,2016-01-07,Senior Analyst,25.0,Operations,15,15,3.0,1,68505,29,Saturday,6,2013
EMILY,ALTHISER,F,2013-02-26,2016-01-07,Senior Analyst,26.0,Marketing,21,9,5.0,0,65316,26,Tuesday,2,2013
GENARO,ALAM,M,2014-12-12,2016-01-07,Analyst,23.0,Marketing,17,13,5.0,1,47401,12,Friday,12,2014
LUANN,APERGES,F,2013-11-03,2016-01-07,Manager,35.0,Operations,25,5,3.0,11,129017,3,Sunday,11,2013
ELISA,ANDONIAN,F,2014-12-27,2016-01-07,Analyst,23.0,Finance,28,2,4.0,1,46347,27,Saturday,12,2014
DAN,ABRAMOVITZ,M,2014-03-25,2016-01-07,Analyst,25.0,Web,25,5,4.0,2,47573,25,Tuesday,3,2014
WILFRED,ADOLPHSEN,M,2011-10-22,2016-01-07,Associate,32.0,IT,29,1,2.0,5,97708,22,Saturday,10,2011
LEONEL,AKERSON,M,2014-06-21,2016-01-07,Analyst,21.0,Finance,21,9,5.0,0,46002,21,Saturday,6,2014
CLAIRE,AMERMAN,F,2013-02-07,2016-01-07,Analyst,25.0,IT,27,3,5.0,1,47201,7,Thursday,2,2013
ROGELIO,ADRIEN,M,2014-01-15,2016-01-07,Analyst,21.0,Web,15,15,2.0,0,46733,15,Wednesday,1,2014
SHARLENE,ARBUTHNOT,F,2014-09-05,2016-01-07,Senior Manager,39.0,IT,20,10,3.0,17,191793,5,Friday,9,2014
HOYT,ALKEN,M,2014-09-16,2016-01-07,Analyst,22.0,Management,19,11,4.0,0,41035,16,Tuesday,9,2014
ALVINA,ARISA,F,2013-09-14,2016-01-07,Manager,34.0,Management,16,14,4.0,7,126871,14,Saturday,9,2013
JULIET,ARABIE,F,2013-04-30,2016-01-07,Senior Analyst,27.0,Marketing,25,5,5.0,0,51532,30,Tuesday,4,2013
ADELE,ANDRESEN,F,2014-02-06,2016-01-07,Analyst,24.0,Finance,28,2,5.0,1,43339,6,Thursday,2,2014
STANFORD,ALEYANDREZ,M,2014-05-22,2016-01-07,Analyst,22.0,IT,30,0,4.0,0,44506,22,Thursday,5,2014
KIETH,ALCOMBRIGHT,M,2013-10-20,2016-01-07,Analyst,23.0,Management,25,5,2.0,0,40045,20,Sunday,10,2013
TOD,ALEGAR,M,2013-02-20,2016-01-07,Analyst,24.0,Finance,19,11,2.0,0,48938,20,Wednesday,2,2013
KIRBY,AKAHI,M,2013-10-05,2016-01-07,Analyst,23.0,IT,19,11,4.0,0,48185,5,Saturday,10,2013
MAE,AMENTLER,F,2014-04-22,2016-01-07,Analyst,25.0,Marketing,25,5,3.0,2,47579,22,Tuesday,4,2014
DOMINIQUE,ANKER,F,2009-08-19,2016-01-07,Director,41.0,Finance,20,10,5.0,14,375647,19,Wednesday,8,2009
SHARON,ALOAN,F,2013-04-03,2016-01-07,Analyst,24.0,Management,23,7,2.0,0,47386,3,Wednesday,4,2013
DEVIN,ADERHOLT,M,2014-03-01,2016-01-07,Analyst,24.0,Finance,23,7,4.0,1,43952,1,Saturday,3,2014
JULIETTE,APPLEMAN,F,2013-03-06,2016-01-07,Analyst,24.0,Finance,26,4,4.0,0,48981,6,Wednesday,3,2013
SALLY,ALVERAZ,F,2013-03-17,2016-01-07,Analyst,25.0,Marketing,30,0,4.0,1,40702,17,Sunday,3,2013
NELLIE,AMAUTY,F,2014-08-10,2016-01-07,Director,43.0,Web,20,10,4.0,17,235565,10,Sunday,8,2014
BENNIE,ARDRY,F,2014-04-24,2016-01-07,Analyst,22.0,Web,28,2,4.0,0,41641,24,Thursday,4,2014
BRETT,ABSHER,M,2013-04-26,2016-01-07,Analyst,21.0,Finance,25,5,4.0,0,44350,26,Friday,4,2013
GUSSIE,ARCORACI,F,2013-11-18,2016-01-07,Analyst,23.0,Operations,26,4,4.0,0,48887,18,Monday,11,2013
DWIGHT,ACHEKIAN,M,2013-05-26,2016-01-07,Analyst,24.0,Web,24,6,2.0,0,47499,26,Sunday,5,2013
MICHELLE,ALOE,F,2013-06-16,2016-01-07,Analyst,25.0,Finance,18,12,5.0,1,42128,16,Sunday,6,2013
STEVIE,ALANO,M,2013-02-21,2016-01-07,Analyst,24.0,Finance,29,1,3.0,0,48271,21,Thursday,2,2013
MISSY,ARMISTEAD,F,2013-10-06,2016-01-07,Analyst,23.0,Management,19,11,4.0,0,41029,6,Sunday,10,2013
MIRNA,ARMENTROUT,F,2015-01-04,2016-01-07,Analyst,25.0,Web,15,15,5.0,3,43659,4,Sunday,1,2015
ANGELO,ADAMCIK,M,2014-03-26,2016-01-07,Manager,33.0,IT,27,3,4.0,7,140867,26,Wednesday,3,2014
JUDI,ARCHDALE,F,2014-05-22,2016-01-07,Analyst,24.0,IT,22,8,5.0,1,49806,22,Thursday,5,2014
JODI,AMISTADI,F,2013-08-13,2016-01-07,Analyst,24.0,IT,25,5,2.0,1,49110,13,Tuesday,8,2013
EDGARDO,ALDO,M,2014-05-04,2016-01-07,Analyst,23.0,Management,23,7,4.0,0,42081,4,Sunday,5,2014
CHRISTINA,ALSON,F,2013-04-03,2016-01-07,Analyst,21.0,IT,27,3,5.0,0,41017,3,Wednesday,4,2013
JESSIE,AMALFITANO,F,2013-03-03,2016-01-07,Analyst,24.0,IT,26,4,5.0,0,48869,3,Sunday,3,2013
NOAH,ADZHABAKYAN,M,2013-08-29,2016-01-07,Senior Analyst,28.0,Web,16,14,3.0,5,66965,29,Thursday,8,2013
JAMAL,AGUELE,M,2013-05-12,2016-01-07,Analyst,24.0,Management,22,8,4.0,0,42338,12,Sunday,5,2013
MARY,AIROLA,M,2013-08-06,2016-01-07,Analyst,22.0,Management,25,5,4.0,0,49380,6,Tuesday,8,2013
SUZETTE,APADOCA,F,2014-01-25,2016-01-07,Manager,33.0,Management,26,4,3.0,6,117354,25,Saturday,1,2014
CASANDRA,ARAGONI,F,2013-07-12,2016-01-07,Analyst,25.0,Web,20,10,2.0,2,41679,12,Friday,7,2013
HARLAND,ALLSOP,M,2014-09-18,2016-01-07,Analyst,22.0,Finance,28,2,4.0,0,44207,18,Thursday,9,2014
EVELYN,ALSBERRY,F,2014-10-25,2016-01-07,Analyst,22.0,Management,29,1,2.0,0,45059,25,Saturday,10,2014
PAULA,ALTEW,F,2011-05-09,2016-01-07,Associate,29.0,Operations,15,15,3.0,0,95056,9,Monday,5,2011
DAVIS,AINGE,M,2013-03-05,2016-01-07,Analyst,22.0,Management,29,1,3.0,0,48777,5,Tuesday,3,2013
DOLLIE,ANZIDEO,F,2014-07-28,2016-01-07,Senior Analyst,28.0,IT,16,14,4.0,4,56728,28,Monday,7,2014
KERRIE,ARMER,F,2012-12-10,2016-01-07,Senior Analyst,28.0,Finance,20,10,3.0,1,53113,10,Monday,12,2012
LELIA,ARAGONES,F,2014-06-02,2016-01-07,Analyst,21.0,Management,19,11,4.0,0,45039,2,Monday,6,2014
BRIGITTE,ARBERTHA,F,2014-05-27,2016-01-07,Analyst,21.0,Management,21,9,2.0,0,41619,27,Tuesday,5,2014
CORNELIA,ANNUZZI,F,2013-12-17,2016-01-07,Senior Analyst,26.0,Management,28,2,3.0,1,62672,17,Tuesday,12,2013
GINO,ALDINGER,M,2013-04-18,2016-01-07,Analyst,23.0,Management,26,4,3.0,0,42925,18,Thursday,4,2013
SHEILA,ALTOMONTE,F,2013-06-13,2016-01-07,Analyst,25.0,Marketing,28,2,5.0,1,44343,13,Thursday,6,2013
KARA,AMPARAN,F,2014-05-17,2016-01-07,Analyst,22.0,Finance,23,7,4.0,0,47967,17,Saturday,5,2014
CHUNG,ALIAGA,M,2014-02-22,2016-01-07,Associate,30.0,Marketing,30,0,5.0,4,92323,22,Saturday,2,2014
DOMINIQUE,AKRE,M,2013-07-23,2016-01-07,Analyst,25.0,Marketing,25,5,5.0,2,42002,23,Tuesday,7,2013
MABEL,AMBRIZ,F,2014-01-21,2016-01-07,Senior Manager,38.0,Marketing,15,15,5.0,11,199577,21,Tuesday,1,2014
AMBER,ALTY,F,2011-06-09,2016-01-07,Associate,30.0,Marketing,29,1,4.0,0,96478,9,Thursday,6,2011
SONNY,AKSOY,M,2014-09-04,2016-01-07,Senior Analyst,25.0,IT,21,9,3.0,3,51817,4,Thursday,9,2014
NANNIE,ANTLE,F,2014-11-13,2016-01-07,Analyst,24.0,Web,20,10,4.0,2,45604,13,Thursday,11,2014
WESLEY,ABRAHAMSEN,M,2014-04-15,2016-01-07,Analyst,25.0,Operations,19,11,5.0,2,46844,15,Tuesday,4,2014
FRIEDA,ANGUIANO,F,2013-12-05,2016-01-07,Analyst,23.0,Operations,21,9,2.0,0,46425,5,Thursday,12,2013
LISA,ALMOS,F,2014-02-24,2016-01-07,Analyst,21.0,Operations,18,12,5.0,0,41908,24,Monday,2,2014
ANNA,ALOY,F,2013-06-05,2016-01-07,Analyst,22.0,Web,29,1,3.0,0,42848,5,Wednesday,6,2013
CARLTON,ADAMIAK,M,2014-01-03,2016-01-07,Analyst,21.0,Marketing,17,13,2.0,0,45895,3,Friday,1,2014
PAULINA,ARMBRISTER,F,2013-06-02,2016-01-07,Analyst,22.0,Finance,20,10,5.0,0,41580,2,Sunday,6,2013
KELVIN,ADDARIO,M,2012-02-26,2016-01-07,Senior Analyst,27.0,IT,18,12,2.0,0,55417,26,Sunday,2,2012
JARRETT,ALBAREZ,M,2013-11-20,2016-01-07,Analyst,21.0,Web,30,0,2.0,0,41803,20,Wednesday,11,2013
MAVIS,ANKROM,F,2011-11-24,2016-01-07,Manager,35.0,Marketing,20,10,4.0,8,113837,24,Thursday,11,2011
NAOMI,AMEDEO,F,2014-07-20,2016-01-07,Senior Analyst,28.0,Finance,28,2,4.0,3,69851,20,Sunday,7,2014
BO,ALIBOZEK,M,2014-11-03,2016-01-07,Analyst,23.0,Operations,24,6,2.0,1,42429,3,Monday,11,2014
PARIS,ALIOTTA,M,2012-09-16,2016-01-07,Associate,30.0,Marketing,21,9,3.0,2,90346,16,Sunday,9,2012
DEMARCUS,ALFORD,M,2014-12-08,2016-01-07,Analyst,22.0,Web,19,11,4.0,0,44980,8,Monday,12,2014
LYMAN,ALDARONDO,M,2012-01-17,2016-01-07,Manager,32.0,Finance,17,13,3.0,6,124711,17,Tuesday,1,2012
ODELL,AIPORLANI,M,2013-10-21,2016-01-07,Analyst,21.0,Management,24,6,2.0,0,42803,21,Monday,10,2013
JUSTIN,ABBE,M,2014-05-28,2016-01-07,Analyst,22.0,IT,20,10,5.0,0,44015,28,Wednesday,5,2014
THEODORA,ARENT,F,2012-06-09,2016-01-07,Senior Analyst,28.0,Management,15,15,2.0,2,55693,9,Saturday,6,2012
LURA,ARMENTA,F,2013-06-24,2016-01-07,Senior Analyst,26.0,Operations,19,11,4.0,1,52083,24,Monday,6,2013
LYLE,ADAMCZYK,M,2013-06-19,2016-01-07,Analyst,24.0,IT,16,14,2.0,0,46907,19,Wednesday,6,2013
BILLIE,AMEIGH,F,2012-07-12,2016-01-07,Senior Analyst,26.0,Marketing,28,2,2.0,0,63008,12,Thursday,7,2012
AUSTIN,ACORD,M,2014-11-16,2016-01-07,Senior Analyst,25.0,Management,19,11,3.0,0,64112,16,Sunday,11,2014
MAX,ACHEAMPONG,M,2015-01-11,2016-01-07,Analyst,24.0,Operations,29,1,2.0,2,44888,11,Sunday,1,2015
CLARICE,ANGRY,F,2013-11-11,2016-01-07,Analyst,25.0,Operations,29,1,5.0,2,41921,11,Monday,11,2013
JULIANNE,ANWAR,F,2014-01-09,2016-01-07,Analyst,22.0,IT,18,12,3.0,0,41926,9,Thursday,1,2014
BONITA,ANDREASSEN,F,2012-09-02,2016-01-07,Director,45.0,Finance,24,6,5.0,19,324783,2,Sunday,9,2012
JANIS,ANASAGASTI,F,2013-12-09,2016-01-07,Analyst,24.0,Operations,22,8,3.0,1,46499,9,Monday,12,2013
JOSEFINA,ANDERSSON,F,2013-03-07,2016-01-07,Analyst,21.0,Marketing,16,14,3.0,0,42754,7,Thursday,3,2013
ROMAN,AFFELT,M,2014-12-20,2016-01-07,Analyst,22.0,Operations,28,2,4.0,0,46812,20,Saturday,12,2014
ADOLPH,AHRENDT,M,2014-11-17,2016-01-07,Analyst,22.0,IT,16,14,4.0,0,47001,17,Monday,11,2014
DIANA,ALTHAUS,F,2014-04-28,2016-01-07,Analyst,24.0,Operations,24,6,5.0,1,40646,28,Monday,4,2014
SONJA,ANDERE,F,2012-07-11,2016-01-07,Associate,30.0,Marketing,30,0,2.0,3,97879,11,Wednesday,7,2012
MONIQUE,AMISON,F,2014-04-19,2016-01-07,Analyst,21.0,Marketing,16,14,5.0,0,49013,19,Saturday,4,2014
DELMA,AREDONDO,F,2013-02-03,2016-01-07,Analyst,23.0,Finance,21,9,3.0,0,41120,3,Sunday,2,2013
AMY,ALOUF,F,2014-05-12,2016-01-07,Manager,32.0,IT,22,8,5.0,5,126181,12,Monday,5,2014
DESTINY,AREIAS,F,2014-12-18,2016-01-07,Associate,31.0,Operations,24,6,3.0,6,76143,18,Thursday,12,2014
BUSTER,ALIZADEH,M,2013-05-22,2016-01-07,Analyst,23.0,Management,27,3,5.0,0,40998,22,Wednesday,5,2013
DANNIE,ALEMAN,M,2010-05-17,2016-01-07,Senior Manager,36.0,Operations,22,8,5.0,6,198814,17,Monday,5,2010
KRISTOPHER,ADKERSON,M,2013-03-09,2016-01-07,Analyst,24.0,Finance,27,3,2.0,0,43417,9,Saturday,3,2013
BIANCA,ANO,F,2013-07-31,2016-01-07,Senior Analyst,27.0,IT,19,11,3.0,4,59111,31,Wednesday,7,2013
OWEN,ADIL,M,2012-04-29,2016-01-07,Associate,28.0,Finance,27,3,3.0,0,72328,29,Sunday,4,2012
NATHANIEL,ABSHIRE,M,2014-11-17,2016-01-07,Analyst,23.0,Operations,17,13,3.0,1,44225,17,Monday,11,2014
MYLES,ALAYA,M,2013-07-05,2016-01-07,Analyst,25.0,Marketing,30,0,2.0,1,47561,5,Friday,7,2013
IRENE,ALSTOTT,F,2014-02-06,2016-01-07,Analyst,25.0,Marketing,25,5,2.0,2,44512,6,Thursday,2,2014
ALEX,ABOLAFIA,M,2013-11-10,2016-01-07,Analyst,25.0,Finance,27,3,4.0,2,43352,10,Sunday,11,2013
HIPOLITO,ALHUSSEINI,M,2015-01-14,2016-01-07,Analyst,25.0,Marketing,30,0,2.0,3,49619,14,Wednesday,1,2015
LILLIAN,ALTHEIMER,F,2014-05-03,2016-01-07,Analyst,25.0,Management,25,5,4.0,2,43991,3,Saturday,5,2014
GLENNA,ANGLADE,F,2014-04-01,2016-01-07,Analyst,23.0,Marketing,18,12,5.0,0,44712,1,Tuesday,4,2014
ELBA,ARBOGAST,F,2014-12-25,2016-01-07,Analyst,21.0,Finance,27,3,2.0,0,47401,25,Thursday,12,2014
NICOLAS,ADMAS,M,2012-02-29,2016-01-07,Associate,29.0,Web,19,11,2.0,1,85391,29,Wednesday,2,2012
VIRGINIA,ALPER,F,2015-01-08,2016-01-07,Analyst,24.0,Web,21,9,2.0,2,47638,8,Thursday,1,2015
TERRY,AMBORN,F,2013-08-01,2016-01-07,Analyst,22.0,Operations,23,7,4.0,0,41284,1,Thursday,8,2013
DONNELL,AIMONE,M,2014-10-20,2016-01-07,Analyst,24.0,Finance,28,2,5.0,2,46251,20,Monday,10,2014
ABE,ALBERTO,M,2014-12-14,2016-01-07,Analyst,25.0,IT,23,7,2.0,3,47183,14,Sunday,12,2014
HELEN,ALMY,F,2014-04-26,2016-01-07,Analyst,23.0,Web,23,7,4.0,0,44214,26,Saturday,4,2014
CRAIG,ABDULLA,M,2013-10-02,2016-01-07,Analyst,22.0,IT,24,6,2.0,0,41227,2,Wednesday,10,2013
PARKER,ALBURY,M,2013-12-21,2016-01-07,Analyst,25.0,Management,27,3,5.0,2,43474,21,Saturday,12,2013
SHANNON,ALTOMARI,F,2014-03-25,2016-01-07,Analyst,22.0,Web,28,2,3.0,0,42178,25,Tuesday,3,2014
BROOKE,AMSLEY,F,2013-05-05,2016-01-07,Analyst,23.0,Operations,19,11,4.0,0,40436,5,Sunday,5,2013
OLIVER,ACY,M,2013-05-15,2016-01-07,Analyst,22.0,Marketing,26,4,4.0,0,41354,15,Wednesday,5,2013
SILAS,AJELLO,M,2013-09-08,2016-01-07,Analyst,22.0,Operations,24,6,4.0,0,40417,8,Sunday,9,2013
APRIL,ALUAREZ,F,2014-04-18,2016-01-07,Analyst,22.0,Management,28,2,2.0,0,44617,18,Friday,4,2014
RONALD,AARONSON,M,2013-09-16,2016-01-07,Analyst,21.0,Finance,18,12,4.0,0,44163,16,Monday,9,2013
YVONNE,ALVES,F,2013-12-01,2016-01-07,Analyst,23.0,Web,29,1,4.0,0,45123,1,Sunday,12,2013
GERALD,ABBENANTE,M,2014-05-06,2016-01-07,Analyst,22.0,Management,19,11,5.0,0,41550,6,Tuesday,5,2014
MILAN,ALLEGRA,M,2013-06-12,2016-01-07,Analyst,22.0,IT,18,12,5.0,0,41989,12,Wednesday,6,2013
HOSEA,ALLMAND,M,2014-06-03,2016-01-07,Analyst,24.0,IT,19,11,2.0,1,46206,3,Tuesday,6,2014
DOUGLAS,ABATTI,M,2014-08-07,2016-01-07,Analyst,23.0,Web,26,4,4.0,1,42255,7,Thursday,8,2014
ASHLEY,AGUMGA,M,2014-01-28,2016-01-07,Analyst,24.0,Management,19,11,2.0,1,42667,28,Tuesday,1,2014
NOEL,ADELMUND,M,2014-05-03,2016-01-07,Analyst,25.0,Finance,21,9,5.0,2,41734,3,Saturday,5,2014
VIDA,ARGENBRIGHT,F,2013-09-11,2016-01-07,Analyst,22.0,IT,30,0,4.0,0,40975,11,Wednesday,9,2013
MADELYN,APPLEGARTH,F,2013-06-19,2016-01-07,Analyst,22.0,Operations,21,9,4.0,0,47695,19,Wednesday,6,2013
CLAIR,AKIN,M,2013-12-27,2016-01-07,Analyst,21.0,Marketing,20,10,5.0,0,42786,27,Friday,12,2013
REBA,ANDRICH,F,2013-02-24,2016-01-07,Analyst,22.0,Management,26,4,3.0,0,48681,24,Sunday,2,2013
OLIN,ALDERINK,M,2013-04-02,2016-01-07,Analyst,21.0,IT,20,10,5.0,0,43185,2,Tuesday,4,2013
CAMILLE,ANDO,F,2013-03-29,2016-01-07,Analyst,21.0,Management,16,14,3.0,0,41577,29,Friday,3,2013
PALMER,ALLEMAND,M,2013-03-10,2016-01-07,Analyst,24.0,Web,30,0,2.0,0,41691,10,Sunday,3,2013
SEBASTIAN,AILSTOCK,M,2013-06-11,2016-01-07,Senior Analyst,27.0,Operations,30,0,4.0,3,51534,11,Tuesday,6,2013
ADDIE,ANDREEN,F,2013-03-07,2016-01-07,Analyst,24.0,IT,19,11,4.0,0,49020,7,Thursday,3,2013
TROY,ABILEZ,M,2010-10-29,2016-01-07,Manager,33.0,Management,20,10,5.0,7,120184,29,Friday,10,2010
DONG,ALISAUSKAS,M,2012-09-26,2016-01-07,Manager,34.0,Management,19,11,3.0,6,147560,26,Wednesday,9,2012
BLAKE,ADAMSEN,M,2013-06-20,2016-01-07,Analyst,24.0,Operations,21,9,5.0,0,49602,20,Thursday,6,2013
BETTE,ANGELSON,F,2013-05-11,2016-01-07,Analyst,24.0,Marketing,25,5,5.0,0,42538,11,Saturday,5,2013
SANDY,ALBERG,M,2015-01-23,2016-01-07,Analyst,22.0,Management,21,9,2.0,0,41027,23,Friday,1,2015
MICHAEL,ANTONOVICH,F,2013-08-30,2016-01-07,Analyst,21.0,Management,30,0,2.0,0,43716,30,Friday,8,2013
ETHEL,ALTON,F,2012-05-17,2016-01-07,Senior Analyst,27.0,Web,17,13,4.0,0,60085,17,Thursday,5,2012
RON,ABUSUFAIT,M,2013-01-01,2016-01-07,Analyst,21.0,Web,25,5,2.0,0,48682,1,Tuesday,1,2013
TERRIE,ANSPACH,F,2014-06-18,2016-01-07,Analyst,22.0,IT,20,10,3.0,0,42710,18,Wednesday,6,2014
RODRICK,ALBRIGHT,M,2012-10-09,2016-01-07,Senior Analyst,26.0,Marketing,20,10,5.0,2,53390,9,Tuesday,10,2012
JOEL,ABIDE,M,2011-07-09,2016-01-07,Associate,32.0,Web,17,13,4.0,3,99130,9,Saturday,7,2011
DOUG,ADALJA,M,2013-07-12,2016-01-07,Analyst,23.0,Web,15,15,4.0,0,45152,12,Friday,7,2013
JAY,ABNER,M,2013-01-06,2016-01-07,Analyst,21.0,Web,28,2,3.0,0,43357,6,Sunday,1,2013
LYNETTE,ANASTASIADES,F,2012-08-01,2016-01-07,Senior Analyst,26.0,Marketing,27,3,5.0,0,57000,1,Wednesday,8,2012
DARIUS,AHL,M,2014-08-05,2016-01-07,Analyst,21.0,Marketing,30,0,2.0,0,44134,5,Tuesday,8,2014
IRVING,ADIB,M,2014-09-19,2016-01-07,Analyst,23.0,Finance,25,5,3.0,1,44148,19,Friday,9,2014
ROB,AHHEE,M,2012-06-03,2016-01-07,Senior Analyst,25.0,Management,15,15,2.0,0,56181,3,Sunday,6,2012
CANDACE,AMMIRATA,F,2014-11-24,2016-01-07,Analyst,23.0,Finance,19,11,2.0,1,48287,24,Monday,11,2014
DWAYNE,ACHEE,M,2014-10-11,2016-01-07,Senior Analyst,25.0,Finance,25,5,4.0,3,69421,11,Saturday,10,2014
ARLIE,ALLWARDT,M,2014-04-25,2016-01-07,Analyst,23.0,Operations,26,4,5.0,0,44342,25,Friday,4,2014
OPAL,AMMON,F,2014-01-16,2016-01-07,Senior Analyst,28.0,Management,15,15,4.0,2,61710,16,Thursday,1,2014
COLUMBUS,ALGEO,M,2013-03-18,2016-01-07,Analyst,22.0,IT,16,14,3.0,0,46038,18,Monday,3,2013
NICHOLAS,ABBOTT,M,2014-04-06,2016-01-07,Associate,31.0,IT,21,9,2.0,4,78493,6,Sunday,4,2014
MONIKA,ARCHBELL,F,2014-10-07,2016-01-07,Analyst,25.0,Operations,26,4,4.0,3,43292,7,Tuesday,10,2014
HANS,AGUADA,M,2014-04-14,2016-01-07,Analyst,25.0,Operations,27,3,3.0,2,42657,14,Monday,4,2014
TAYLOR,ADLEMAN,M,2013-03-19,2016-01-07,Analyst,25.0,Operations,29,1,3.0,1,42400,19,Tuesday,3,2013
AURELIA,APPLETON,F,2013-02-25,2016-01-07,Analyst,24.0,Marketing,16,14,3.0,0,41713,25,Monday,2,2013
GREGORIO,AGUNDEZ,M,2013-02-20,2016-01-07,Analyst,21.0,Finance,21,9,3.0,0,46664,20,Wednesday,2,2013
TANIA,ANTON,F,2013-08-19,2016-01-07,Senior Analyst,26.0,Management,24,6,5.0,1,66339,19,Monday,8,2013
FREDDIE,ARESCO,F,2014-01-28,2016-01-07,Analyst,22.0,IT,27,3,2.0,0,45450,28,Tuesday,1,2014
HORTENCIA,ARENSTAM,F,2014-06-13,2016-01-07,Analyst,25.0,Web,22,8,3.0,2,43355,13,Friday,6,2014
BRITTANY,ALVIZO,F,2013-05-10,2016-01-07,Analyst,23.0,Operations,29,1,4.0,0,42140,10,Friday,5,2013
AVERY,AHONEN,M,2014-08-03,2016-01-07,Senior Analyst,28.0,Operations,19,11,2.0,5,52406,3,Sunday,8,2014
MATHEW,ACERET,M,2014-09-12,2016-01-07,Analyst,24.0,IT,20,10,4.0,2,42440,12,Friday,9,2014
RICH,ALBANG,M,2012-01-02,2016-01-07,Senior Analyst,25.0,Finance,29,1,4.0,0,64913,2,Monday,1,2012
LUPE,ANGELOS,F,2013-01-17,2016-01-07,Analyst,21.0,Operations,21,9,2.0,0,41551,17,Thursday,1,2013
AGUSTIN,AGUDO,M,2013-05-27,2016-01-07,Senior Analyst,26.0,Management,23,7,5.0,0,54689,27,Monday,5,2013
